Rk,Player,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90
406,Jonathan Burkardt,"FW,MF",Mainz 05,de Bundesliga,23.0,21,18,1538,17.1,8,2,10,7,1,1,2,0,6.1,2.1,7.4,36.0,28.0,101.0,0.47,0.12,0.59,0.41,0.53,0.36,0.12,0.48,0.31,0.43
715,Florian Dietz,"FW,MF",Köln,de Bundesliga,24.0,5,0,70,0.8,0,0,0,0,0,0,0,0,0.3,0.1,0.4,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.34,0.12,0.46,0.34,0.46
1046,Sergi Guardiola,"FW,MF",Cádiz,es La Liga,32.0,22,1,495,5.5,1,1,2,1,0,0,1,0,1.8,0.8,2.6,10.0,19.0,32.0,0.18,0.18,0.36,0.18,0.36,0.33,0.14,0.48,0.33,0.48
1049,Gonçalo Guedes,"FW,MF",Villarreal,es La Liga,26.0,17,9,951,10.6,3,2,5,3,0,0,0,0,2.3,1.5,3.8,38.0,50.0,88.0,0.28,0.19,0.47,0.28,0.47,0.22,0.14,0.36,0.22,0.36
1441,Darko Lazović,"FW,MF",Hellas Verona,it Serie A,32.0,32,22,1928,21.4,3,2,5,2,1,1,0,1,2.8,4.4,6.4,43.0,66.0,139.0,0.14,0.09,0.23,0.09,0.19,0.13,0.21,0.34,0.09,0.3
1439,Lázaro,"FW,MF",Almería,es La Liga,21.0,14,2,285,3.2,0,0,0,0,0,0,0,0,0.9,0.5,1.4,5.0,6.0,34.0,0.0,0.0,0.0,0.0,0.0,0.28,0.17,0.45,0.28,0.45
2752,Nelson Weiper,"FW,MF",Mainz 05,de Bundesliga,18.0,5,1,124,1.4,0,0,0,0,0,0,0,0,0.5,0.2,0.6,6.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.35,0.11,0.46,0.35,0.46
2670,Kévin Van Den Kerkhof,"FW,MF",Metz,fr Ligue 1,27.0,29,21,1913,21.3,1,2,3,1,0,0,2,0,1.5,3.5,5.0,65.0,28.0,145.0,0.05,0.09,0.14,0.05,0.14,0.07,0.16,0.24,0.07,0.24
95,Amath,"FW,MF",Mallorca,es La Liga,27.0,15,3,394,4.4,0,0,0,0,0,0,2,0,1.6,0.4,1.9,19.0,13.0,30.0,0.0,0.0,0.0,0.0,0.0,0.35,0.09,0.44,0.35,0.44
94,Selim Amallah,"FW,MF",Valencia,es La Liga,26.0,20,7,604,6.7,0,1,1,0,0,0,5,1,0.4,0.3,0.8,7.0,21.0,36.0,0.0,0.15,0.15,0.0,0.15,0.06,0.05,0.11,0.06,0.11
1262,Eli Junior Kroupi,"FW,MF",Lorient,fr Ligue 1,17.0,30,11,1084,12.0,5,3,8,5,0,0,1,0,3.5,1.8,5.3,10.0,12.0,63.0,0.42,0.25,0.66,0.42,0.66,0.29,0.15,0.44,0.29,0.44
1425,Didier Lamkel Zé,"FW,MF",Metz,fr Ligue 1,26.0,9,7,550,6.1,1,0,1,1,0,0,1,0,1.6,0.9,2.5,15.0,19.0,23.0,0.16,0.0,0.16,0.16,0.16,0.26,0.15,0.41,0.26,0.41
1423,Érik Lamela,"FW,MF",Sevilla,es La Liga,31.0,13,5,463,5.1,2,0,2,2,0,0,3,0,1.0,1.0,2.0,11.0,17.0,28.0,0.39,0.0,0.39,0.39,0.39,0.19,0.19,0.38,0.19,0.38
814,Adri Embarba,"FW,MF",Almería,es La Liga,31.0,36,29,2476,27.5,3,2,5,2,1,1,5,0,4.3,4.4,8.0,94.0,58.0,167.0,0.11,0.07,0.18,0.07,0.15,0.16,0.16,0.32,0.13,0.29
639,Mohammed Daramy,"FW,MF",Reims,fr Ligue 1,21.0,25,19,1648,18.3,4,5,9,3,1,1,0,0,4.6,2.4,6.2,72.0,69.0,162.0,0.22,0.27,0.49,0.16,0.44,0.25,0.13,0.38,0.21,0.34
809,Elif Elmas,"FW,MF",Napoli,it Serie A,23.0,11,4,339,3.8,2,0,2,2,0,0,2,0,0.5,0.2,0.7,14.0,16.0,26.0,0.53,0.0,0.53,0.53,0.53,0.13,0.06,0.19,0.13,0.19
1061,Morgan Guilavogui,"FW,MF",Lens,fr Ligue 1,25.0,23,2,566,6.3,2,0,2,2,0,0,1,0,1.6,1.2,2.8,16.0,36.0,75.0,0.32,0.0,0.32,0.32,0.32,0.25,0.2,0.44,0.25,0.44
1412,Gaëtan Laborde,"FW,MF",Nice,fr Ligue 1,29.0,34,22,1906,21.2,5,2,7,4,1,2,2,0,7.7,1.8,7.9,33.0,46.0,161.0,0.24,0.09,0.33,0.19,0.28,0.36,0.08,0.45,0.29,0.37
2757,Danny Welbeck,"FW,MF",Brighton,eng Premier League,32.0,29,21,1693,18.8,5,1,6,5,0,0,4,0,5.3,1.7,7.0,32.0,44.0,100.0,0.27,0.05,0.32,0.27,0.32,0.28,0.09,0.37,0.28,0.37
1480,Jesper Lindstrøm,"FW,MF",Napoli,it Serie A,23.0,22,2,430,4.8,0,0,0,0,0,0,2,0,0.7,1.0,1.7,16.0,16.0,34.0,0.0,0.0,0.0,0.0,0.0,0.14,0.22,0.36,0.14,0.36
2694,Yorbe Vertessen,"FW,MF",Union Berlin,de Bundesliga,22.0,13,7,593,6.6,3,2,5,3,0,0,1,0,2.7,1.3,4.0,10.0,13.0,39.0,0.46,0.3,0.76,0.46,0.76,0.41,0.2,0.61,0.41,0.61
692,Mamadou Diakhon,"FW,MF",Reims,fr Ligue 1,17.0,11,1,209,2.3,0,0,0,0,0,0,0,0,0.0,0.2,0.3,11.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.01,0.1,0.11,0.01,0.11
1474,Jamie Leweling,"FW,MF",Stuttgart,de Bundesliga,22.0,34,17,1523,16.9,4,4,8,4,0,0,3,0,6.1,3.2,9.3,65.0,35.0,172.0,0.24,0.24,0.47,0.24,0.47,0.36,0.19,0.55,0.36,0.55
169,Sardar Azmoun,"FW,MF",Roma,it Serie A,28.0,23,3,585,6.5,3,0,3,3,0,0,4,0,2.9,1.4,4.2,5.0,14.0,35.0,0.46,0.0,0.46,0.46,0.46,0.44,0.21,0.65,0.44,0.65
2537,Mamadou Sylla,"FW,MF",Alavés,es La Liga,29.0,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,Jordan Ayew,"FW,MF",Crystal Palace,eng Premier League,31.0,35,30,2543,28.3,4,7,11,4,0,0,9,1,3.9,4.2,8.1,74.0,63.0,173.0,0.14,0.25,0.39,0.14,0.39,0.14,0.15,0.29,0.14,0.29
2759,Timo Werner,"FW,MF",RB Leipzig,de Bundesliga,27.0,8,2,207,2.3,2,0,2,1,1,1,0,0,2.4,0.0,1.6,10.0,6.0,32.0,0.87,0.0,0.87,0.43,0.43,1.02,0.02,1.04,0.68,0.7
2775,Patrick Wimmer,"FW,MF",Wolfsburg,de Bundesliga,22.0,14,8,589,6.5,2,0,2,2,0,0,3,1,1.4,0.1,1.5,8.0,15.0,44.0,0.31,0.0,0.31,0.31,0.31,0.22,0.02,0.24,0.22,0.24
1021,Amine Gouiri,"FW,MF",Rennes,fr Ligue 1,23.0,31,24,2067,23.0,7,3,10,7,0,0,2,0,7.4,1.7,9.1,59.0,82.0,185.0,0.3,0.13,0.44,0.3,0.44,0.32,0.08,0.4,0.32,0.39
608,Juan Cruz,"FW,MF",Hellas Verona,it Serie A,24.0,4,1,109,1.2,0,0,0,0,0,0,0,0,0.0,0.1,0.1,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.12,0.03,0.12
1310,Silas Katompa,"FW,MF",Stuttgart,de Bundesliga,24.0,27,8,900,10.0,5,2,7,5,0,1,0,0,5.7,2.3,7.2,49.0,25.0,130.0,0.5,0.2,0.7,0.5,0.7,0.57,0.23,0.8,0.49,0.72
1202,Junya Ito,"FW,MF",Reims,fr Ligue 1,30.0,31,31,2714,30.2,3,7,10,3,0,0,2,0,4.5,11.5,16.0,123.0,139.0,287.0,0.1,0.23,0.33,0.1,0.33,0.15,0.38,0.53,0.15,0.53
1032,Jack Grealish,"FW,MF",Manchester City,eng Premier League,27.0,20,10,1009,11.2,3,1,4,3,0,0,6,0,2.1,2.5,4.6,87.0,50.0,146.0,0.27,0.09,0.36,0.27,0.36,0.19,0.22,0.41,0.19,0.41
128,Cameron Archer,"FW,MF",Sheffield Utd,eng Premier League,22.0,29,21,1832,20.4,4,1,5,4,0,0,1,0,5.5,2.8,8.3,33.0,15.0,113.0,0.2,0.05,0.25,0.2,0.25,0.27,0.14,0.41,0.27,0.41
688,Boulaye Dia,"FW,MF",Salernitana,it Serie A,26.0,17,12,1143,12.7,4,0,4,3,1,1,1,0,3.9,0.5,3.6,18.0,22.0,57.0,0.31,0.0,0.31,0.24,0.24,0.31,0.04,0.35,0.24,0.28
1205,Alex Iwobi,"FW,MF",Fulham,eng Premier League,27.0,30,25,2192,24.4,5,2,7,5,0,0,2,0,5.3,4.7,10.0,109.0,147.0,175.0,0.21,0.08,0.29,0.21,0.29,0.22,0.19,0.41,0.22,0.41
2533,Karol Świderski,"FW,MF",Hellas Verona,it Serie A,26.0,15,3,504,5.6,2,0,2,2,0,0,0,0,1.7,0.4,2.2,3.0,13.0,19.0,0.36,0.0,0.36,0.36,0.36,0.31,0.08,0.39,0.31,0.39
1085,Robin Hack,"FW,MF",Gladbach,de Bundesliga,24.0,29,14,1348,15.0,10,2,12,10,0,0,2,0,3.9,2.3,6.3,50.0,46.0,103.0,0.67,0.13,0.8,0.67,0.8,0.26,0.16,0.42,0.26,0.42
145,Takuma Asano,"FW,MF",Bochum,de Bundesliga,28.0,29,26,1986,22.1,6,1,7,6,0,0,2,0,7.9,1.3,9.2,56.0,32.0,167.0,0.27,0.05,0.32,0.27,0.32,0.36,0.06,0.42,0.36,0.42
784,Julien Duranville,"FW,MF",Dortmund,de Bundesliga,17.0,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,Grégoire Defrel,"FW,MF",Sassuolo,it Serie A,32.0,20,7,757,8.4,1,2,3,1,0,0,0,0,1.0,1.2,2.2,7.0,17.0,42.0,0.12,0.24,0.36,0.12,0.36,0.12,0.14,0.26,0.12,0.26
2605,Tiago Tomás,"FW,MF",Wolfsburg,de Bundesliga,21.0,26,11,1032,11.5,1,1,2,1,0,0,3,0,2.7,0.8,3.5,21.0,17.0,112.0,0.09,0.09,0.17,0.09,0.17,0.23,0.07,0.3,0.23,0.3
681,Mattia Destro,"FW,MF",Empoli,it Serie A,32.0,15,3,366,4.1,0,0,0,0,0,0,2,0,1.2,0.3,1.5,4.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.29,0.08,0.37,0.29,0.37
772,Dion Drena Beljo,"FW,MF",Augsburg,de Bundesliga,21.0,26,3,581,6.5,2,0,2,2,0,0,2,0,3.0,0.5,3.5,16.0,20.0,35.0,0.31,0.0,0.31,0.31,0.31,0.46,0.08,0.54,0.46,0.54
2706,Oscar Vilhelmsson,"FW,MF",Darmstadt 98,de Bundesliga,19.0,26,16,1374,15.3,4,1,5,4,0,0,2,0,4.1,0.7,4.7,16.0,7.0,72.0,0.26,0.07,0.33,0.26,0.33,0.27,0.04,0.31,0.27,0.31
2591,Cheikh Tidiane Sabaly,"FW,MF",Metz,fr Ligue 1,24.0,29,17,1379,15.3,3,1,4,3,0,0,4,0,2.7,1.2,3.8,37.0,36.0,75.0,0.2,0.07,0.26,0.2,0.26,0.17,0.08,0.25,0.17,0.25
1134,Cristian Herrera,"FW,MF",Las Palmas,es La Liga,32.0,8,1,166,1.8,1,0,1,1,0,0,1,0,0.9,0.0,0.9,2.0,8.0,16.0,0.54,0.0,0.54,0.54,0.54,0.48,0.02,0.5,0.48,0.5
1159,Mathias Honsak,"FW,MF",Darmstadt 98,de Bundesliga,26.0,23,10,1021,11.3,1,1,2,1,0,0,1,0,1.8,0.7,2.5,22.0,19.0,62.0,0.09,0.09,0.18,0.09,0.18,0.16,0.06,0.22,0.16,0.22
756,Abdoulaye Doucouré,"FW,MF",Everton,eng Premier League,30.0,32,32,2629,29.2,7,1,8,7,0,0,7,0,8.8,2.9,11.6,55.0,97.0,140.0,0.24,0.03,0.27,0.24,0.27,0.3,0.1,0.4,0.3,0.4
80,Domingos André Ribeiro Almeida,"FW,MF",Valencia,es La Liga,23.0,18,12,965,10.7,2,1,3,2,0,0,0,0,0.6,1.2,1.8,24.0,50.0,33.0,0.19,0.09,0.28,0.19,0.28,0.05,0.11,0.17,0.05,0.17
82,Pontus Almqvist,"FW,MF",Lecce,it Serie A,24.0,30,25,2107,23.4,2,1,3,2,0,0,5,0,2.3,2.7,5.0,72.0,32.0,137.0,0.09,0.04,0.13,0.09,0.13,0.1,0.12,0.22,0.1,0.22
138,Hákon Arnar Haraldsson,"FW,MF",Lille,fr Ligue 1,20.0,26,15,1284,14.3,2,0,2,2,0,0,5,0,0.8,1.5,2.2,25.0,48.0,90.0,0.14,0.0,0.14,0.14,0.14,0.05,0.1,0.16,0.05,0.16
137,José Arnaiz,"FW,MF",Osasuna,es La Liga,28.0,26,9,929,10.3,2,1,3,2,0,0,3,0,1.7,1.8,3.5,23.0,11.0,85.0,0.19,0.1,0.29,0.19,0.29,0.17,0.17,0.34,0.17,0.34
1153,Benedict Hollerbach,"FW,MF",Union Berlin,de Bundesliga,22.0,28,15,1282,14.2,5,0,5,5,0,0,2,0,3.4,1.3,4.7,49.0,39.0,126.0,0.35,0.0,0.35,0.35,0.35,0.24,0.09,0.33,0.24,0.33
1356,Randal Kolo Muani,"FW,MF",Paris S-G,fr Ligue 1,24.0,26,13,1268,14.1,6,5,11,6,0,0,1,0,6.1,3.3,9.4,36.0,42.0,125.0,0.43,0.35,0.78,0.43,0.78,0.43,0.23,0.66,0.43,0.66
2577,Benjamin Tetteh,"FW,MF",Metz,fr Ligue 1,26.0,12,1,278,3.1,0,0,0,0,0,0,2,0,0.3,0.1,0.3,3.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.11,0.08,0.11
2561,Marciano Tchami,"FW,MF",Almería,es La Liga,19.0,6,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.06,0.1,0.17,0.06,0.17
2562,Loum Tchaouna,"FW,MF",Salernitana,it Serie A,19.0,33,23,2100,23.3,4,3,7,4,0,0,4,0,2.6,1.5,4.1,72.0,59.0,151.0,0.17,0.13,0.3,0.17,0.3,0.11,0.06,0.18,0.11,0.18
73,Mohamed Ali Cho,"FW,MF",Real Sociedad,es La Liga,19.0,11,1,249,2.8,0,0,0,0,0,0,0,0,0.4,0.1,0.5,16.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.14,0.04,0.18,0.14,0.18
1165,Callum Hudson-Odoi,"FW,MF",Nott'ham Forest,eng Premier League,22.0,29,20,1854,20.6,8,1,9,8,0,0,0,0,2.7,2.8,5.5,111.0,58.0,171.0,0.39,0.05,0.44,0.39,0.44,0.13,0.14,0.27,0.13,0.27
1399,Dejan Kulusevski,"FW,MF",Tottenham,eng Premier League,23.0,36,31,2762,30.7,8,3,11,8,0,0,7,0,4.7,7.7,12.4,151.0,144.0,388.0,0.26,0.1,0.36,0.26,0.36,0.15,0.25,0.4,0.15,0.4
1397,Mohammed Kudus,"FW,MF",West Ham,eng Premier League,22.0,33,27,2484,27.6,8,6,14,8,0,0,6,0,5.1,3.5,8.6,117.0,80.0,216.0,0.29,0.22,0.51,0.29,0.51,0.19,0.13,0.31,0.19,0.31
2566,Mathys Tel,"FW,MF",Bayern Munich,de Bundesliga,18.0,30,6,1050,11.7,7,5,12,7,0,0,2,0,3.7,2.3,6.0,45.0,27.0,122.0,0.6,0.43,1.03,0.6,1.03,0.32,0.2,0.52,0.32,0.52
1395,Takefusa Kubo,"FW,MF",Real Sociedad,es La Liga,22.0,30,24,2150,23.9,7,4,11,7,0,0,1,0,3.5,6.4,9.9,136.0,89.0,231.0,0.29,0.17,0.46,0.29,0.46,0.15,0.27,0.42,0.15,0.42
75,Faride Alidou,"FW,MF",Köln,de Bundesliga,22.0,26,14,1282,14.2,4,0,4,4,0,0,4,0,3.0,0.6,3.6,51.0,33.0,95.0,0.28,0.0,0.28,0.28,0.28,0.21,0.04,0.26,0.21,0.26
1161,Fraser Hornby,"FW,MF",Darmstadt 98,de Bundesliga,23.0,7,1,217,2.4,0,0,0,0,0,0,1,0,0.7,0.3,1.0,7.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.27,0.14,0.41,0.27,0.41
646,David Datro Fofana,"FW,MF",Union Berlin,de Bundesliga,20.0,12,8,682,7.6,1,0,1,1,0,0,0,0,2.8,0.3,3.1,20.0,14.0,66.0,0.13,0.0,0.13,0.13,0.13,0.37,0.05,0.41,0.37,0.41
796,Odsonne Édouard,"FW,MF",Crystal Palace,eng Premier League,25.0,30,17,1555,17.3,7,0,7,7,0,0,4,0,6.2,1.2,7.4,33.0,36.0,100.0,0.41,0.0,0.41,0.41,0.41,0.36,0.07,0.43,0.36,0.43
148,Joel Asoro,"FW,MF",Metz,fr Ligue 1,24.0,20,10,848,9.4,2,1,3,2,0,0,2,0,0.6,0.3,0.9,14.0,16.0,43.0,0.21,0.11,0.32,0.21,0.32,0.06,0.03,0.09,0.06,0.09
1332,Reda Khadra,"FW,MF",Reims,fr Ligue 1,22.0,29,14,1368,15.2,1,3,4,1,0,0,1,0,1.8,3.5,5.4,35.0,40.0,110.0,0.07,0.2,0.26,0.07,0.26,0.12,0.23,0.35,0.12,0.35
652,Keinan Davis,"FW,MF",Udinese,it Serie A,25.0,8,0,186,2.1,1,0,1,1,0,0,2,0,0.5,0.1,0.6,2.0,6.0,15.0,0.48,0.0,0.48,0.48,0.48,0.24,0.04,0.28,0.24,0.28
1336,Kiké,"FW,MF",Alavés,es La Liga,33.0,33,15,1423,15.8,3,2,5,3,0,1,3,0,7.7,2.0,8.9,18.0,32.0,97.0,0.19,0.13,0.32,0.19,0.32,0.49,0.13,0.61,0.44,0.56
2575,Martin Terrier,"FW,MF",Rennes,fr Ligue 1,26.0,24,19,1527,17.0,7,3,10,7,0,0,2,1,5.2,2.6,7.8,28.0,58.0,112.0,0.41,0.18,0.59,0.41,0.59,0.31,0.15,0.46,0.31,0.46
788,Aron Dønnum,"FW,MF",Toulouse,fr Ligue 1,25.0,27,19,1595,17.7,0,1,1,0,0,0,8,0,1.0,2.1,3.1,69.0,66.0,120.0,0.0,0.06,0.06,0.0,0.06,0.06,0.12,0.18,0.06,0.18
2719,Vitinha,"FW,MF",Genoa,it Serie A,23.0,9,2,285,3.2,2,0,2,2,0,0,2,0,1.1,0.1,1.3,10.0,4.0,21.0,0.63,0.0,0.63,0.63,0.63,0.36,0.04,0.4,0.36,0.4
835,Abde Ezzalzouli,"FW,MF",Barcelona,es La Liga,21.0,2,0,68,0.8,0,0,0,0,0,0,0,0,0.2,0.1,0.3,7.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.28,0.09,0.37,0.28,0.37
2783,Nick Woltemade,"FW,MF",Werder Bremen,de Bundesliga,21.0,30,12,1189,13.2,2,0,2,2,0,0,1,0,2.4,1.7,4.1,21.0,43.0,80.0,0.15,0.0,0.15,0.15,0.15,0.18,0.13,0.31,0.18,0.31
2786,Cauley Woodrow,"FW,MF",Luton Town,eng Premier League,28.0,24,2,427,4.7,1,1,2,1,0,0,2,0,1.4,1.2,2.6,7.0,6.0,22.0,0.21,0.21,0.42,0.21,0.42,0.3,0.25,0.55,0.3,0.55
17,Bénie Adama Traore,"FW,MF",Sheffield Utd,eng Premier League,20.0,8,3,387,4.3,0,0,0,0,0,0,0,0,0.3,0.5,0.8,7.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.06,0.13,0.19,0.06,0.19
1241,Brennan Johnson,"FW,MF",Nott'ham Forest,eng Premier League,22.0,3,3,237,2.6,0,0,0,0,0,0,0,0,0.3,0.2,0.5,8.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.12,0.08,0.21,0.12,0.21
1548,Ian Maatsen,"FW,MF",Chelsea,eng Premier League,21.0,12,1,209,2.3,0,0,0,0,0,0,1,0,0.8,0.1,0.9,9.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.35,0.04,0.39,0.35,0.39
1277,Abdoul Kader Bamba,"FW,MF",Nantes,fr Ligue 1,29.0,23,1,611,6.8,2,1,3,2,0,0,2,0,2.1,1.0,3.2,41.0,31.0,73.0,0.29,0.15,0.44,0.29,0.44,0.31,0.15,0.46,0.31,0.46
121,Stredair Appuah,"FW,MF",Nantes,fr Ligue 1,19.0,4,0,84,0.9,0,0,0,0,0,0,0,0,0.4,0.0,0.4,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.46,0.46,0.46
924,Gianluca Gaetano,"FW,MF",Cagliari,it Serie A,23.0,11,10,745,8.3,4,1,5,3,1,1,1,1,1.3,1.3,1.8,17.0,41.0,42.0,0.48,0.12,0.6,0.36,0.48,0.15,0.16,0.31,0.06,0.22
18,Bénie Adama Traore,"FW,MF",Nantes,fr Ligue 1,20.0,14,4,504,5.6,0,1,1,0,0,0,1,1,0.7,0.9,1.6,23.0,15.0,45.0,0.0,0.18,0.18,0.0,0.18,0.13,0.16,0.29,0.13,0.29
1543,Zito Luvumbo,"FW,MF",Cagliari,it Serie A,21.0,30,19,1946,21.6,4,5,9,4,0,0,5,0,4.0,3.1,7.1,85.0,21.0,181.0,0.18,0.23,0.42,0.18,0.42,0.18,0.14,0.33,0.18,0.33
927,Cody Gakpo,"FW,MF",Liverpool,eng Premier League,24.0,35,17,1649,18.3,8,5,13,8,0,0,1,0,9.0,2.9,11.8,43.0,83.0,130.0,0.44,0.27,0.71,0.44,0.71,0.49,0.16,0.64,0.49,0.64
720,Eren Dinkçi,"FW,MF",Heidenheim,de Bundesliga,21.0,33,33,2650,29.4,10,5,15,10,0,0,8,0,4.3,3.7,8.0,85.0,89.0,143.0,0.34,0.17,0.51,0.34,0.51,0.15,0.13,0.27,0.15,0.27
1280,Tino Kadewere,"FW,MF",Lyon,fr Ligue 1,27.0,11,2,296,3.3,0,0,0,0,0,0,0,0,0.7,0.3,0.9,4.0,12.0,28.0,0.0,0.0,0.0,0.0,0.0,0.2,0.09,0.28,0.2,0.28
1281,Tino Kadewere,"FW,MF",Nantes,fr Ligue 1,27.0,14,8,781,8.7,1,0,1,1,0,1,1,0,1.9,1.8,2.9,15.0,26.0,53.0,0.12,0.0,0.12,0.12,0.12,0.22,0.21,0.43,0.13,0.34
1536,Dodi Lukebakio,"FW,MF",Sevilla,es La Liga,25.0,23,12,1125,12.5,5,1,6,5,0,0,0,0,5.6,0.7,6.2,48.0,26.0,116.0,0.4,0.08,0.48,0.4,0.48,0.45,0.05,0.5,0.45,0.5
935,Kévin Gameiro,"FW,MF",Strasbourg,fr Ligue 1,36.0,27,15,1346,15.0,4,2,6,2,2,2,0,0,3.4,2.7,4.6,26.0,44.0,81.0,0.27,0.13,0.4,0.13,0.27,0.23,0.18,0.41,0.12,0.31
937,Ignatius Ganago,"FW,MF",Nantes,fr Ligue 1,24.0,6,2,184,2.0,0,0,0,0,0,0,0,0,0.4,0.6,1.0,7.0,5.0,26.0,0.0,0.0,0.0,0.0,0.0,0.21,0.27,0.49,0.21,0.49
2823,Anass Zaroury,"FW,MF",Burnley,eng Premier League,22.0,6,1,152,1.7,0,0,0,0,0,0,0,1,0.2,0.0,0.2,2.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.12,0.1,0.12
939,Álvaro García,"FW,MF",Rayo Vallecano,es La Liga,30.0,32,30,2475,27.5,6,1,7,6,0,0,8,1,6.2,3.0,9.2,56.0,63.0,252.0,0.22,0.04,0.25,0.22,0.25,0.22,0.11,0.33,0.22,0.33
916,Shiō Fukuda,"FW,MF",Gladbach,de Bundesliga,19.0,5,0,36,0.4,0,0,0,0,0,0,0,0,0.2,0.0,0.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.4,0.07,0.47,0.4,0.47
2822,Bryan Zaragoza,"FW,MF",Bayern Munich,de Bundesliga,22.0,7,1,183,2.0,0,0,0,0,0,0,1,0,0.5,0.2,0.7,14.0,9.0,28.0,0.0,0.0,0.0,0.0,0.0,0.23,0.11,0.34,0.23,0.34
2488,Issa Soumaré,"FW,MF",Le Havre,fr Ligue 1,22.0,7,3,237,2.6,0,0,0,0,0,0,0,0,0.4,0.6,1.0,4.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.14,0.24,0.39,0.14,0.39
914,Jorge de Frutos,"FW,MF",Rayo Vallecano,es La Liga,26.0,36,14,1549,17.2,2,0,2,2,0,0,1,0,2.6,1.4,4.0,42.0,40.0,144.0,0.12,0.0,0.12,0.12,0.12,0.15,0.08,0.23,0.15,0.23
2636,Mike Trésor,"FW,MF",Burnley,eng Premier League,24.0,16,3,420,4.7,0,0,0,0,0,0,0,0,0.5,0.4,0.9,15.0,10.0,31.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08,0.18,0.1,0.18
1570,Linton Maina,"FW,MF",Köln,de Bundesliga,24.0,31,21,1901,21.1,1,3,4,1,0,0,4,0,1.9,3.1,5.0,109.0,61.0,169.0,0.05,0.14,0.19,0.05,0.19,0.09,0.15,0.24,0.09,0.24
2848,Lovro Zvonarek,"FW,MF",Bayern Munich,de Bundesliga,18.0,5,1,163,1.8,1,0,1,1,0,0,0,0,0.1,0.2,0.3,7.0,7.0,9.0,0.55,0.0,0.55,0.55,0.55,0.04,0.12,0.15,0.04,0.15
895,Pablo Fornals,"FW,MF",Betis,es La Liga,27.0,15,14,1148,12.8,3,2,5,3,0,0,2,0,1.8,1.6,3.4,37.0,89.0,82.0,0.24,0.16,0.39,0.24,0.39,0.14,0.13,0.27,0.14,0.27
1565,Jon Magunacelaya,"FW,MF",Real Sociedad,es La Liga,23.0,5,1,121,1.3,0,0,0,0,0,0,0,0,0.3,0.5,0.7,2.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.21,0.34,0.55,0.21,0.55
1563,Frank Magri,"FW,MF",Toulouse,fr Ligue 1,23.0,29,14,1438,16.0,5,2,7,5,0,0,5,0,3.1,1.6,4.7,31.0,34.0,121.0,0.31,0.13,0.44,0.31,0.44,0.19,0.1,0.29,0.19,0.29
2635,Óscar Trejo,"FW,MF",Rayo Vallecano,es La Liga,35.0,31,19,1380,15.3,0,0,0,0,0,0,4,1,0.9,1.3,2.2,28.0,124.0,81.0,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.14,0.06,0.14
1254,Antoine Joujou,"FW,MF",Le Havre,fr Ligue 1,20.0,23,6,779,8.7,0,2,2,0,0,0,1,0,1.1,0.6,1.8,35.0,22.0,82.0,0.0,0.23,0.23,0.0,0.23,0.13,0.07,0.2,0.13,0.2
900,Lyle Foster,"FW,MF",Burnley,eng Premier League,22.0,24,22,1899,21.1,5,3,8,5,0,0,0,1,4.5,1.9,6.4,55.0,37.0,104.0,0.24,0.14,0.38,0.24,0.38,0.21,0.09,0.3,0.21,0.3
