Rk,Player,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90
1,Max Aarons,DF,Bournemouth,eng Premier League,23.0,20,13,1237,13.7,0,1,1,0,0,0,1,0,0.0,0.8,0.9,22.0,43.0,26.0,0.0,0.07,0.07,0.0,0.07,0.0,0.06,0.06,0.0,0.06
1540,Sebastiano Luperto,DF,Empoli,it Serie A,26.0,38,38,3406,37.8,1,1,2,1,0,0,4,0,1.7,1.0,2.7,13.0,100.0,13.0,0.03,0.03,0.05,0.03,0.05,0.04,0.03,0.07,0.04,0.07
1535,Castello Lukeba,DF,RB Leipzig,de Bundesliga,20.0,32,24,2191,24.3,1,0,1,1,0,0,3,0,0.8,0.1,0.9,23.0,107.0,9.0,0.04,0.0,0.04,0.04,0.04,0.03,0.01,0.04,0.03,0.04
1532,José Luis Palomino,DF,Atalanta,it Serie A,33.0,4,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1530,José Luis Gayà,DF,Valencia,es La Liga,28.0,24,22,1791,19.9,1,2,3,1,0,0,2,0,0.5,2.6,3.1,41.0,72.0,97.0,0.05,0.1,0.15,0.05,0.15,0.02,0.13,0.15,0.02,0.15
1529,Jhon Lucumí,DF,Bologna,it Serie A,25.0,29,23,2217,24.6,0,0,0,0,0,0,1,0,0.8,0.3,1.1,28.0,93.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
1527,Lucas,DF,Cádiz,es La Liga,22.0,28,15,1539,17.1,1,0,1,1,0,0,6,0,0.8,1.9,2.7,30.0,47.0,65.0,0.06,0.0,0.06,0.06,0.06,0.05,0.11,0.16,0.05,0.16
1522,Dejan Lovren,DF,Lyon,fr Ligue 1,34.0,10,8,718,8.0,0,0,0,0,0,0,2,1,0.4,0.0,0.5,5.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06
1521,Matteo Lovato,DF,Salernitana,it Serie A,23.0,13,11,947,10.5,0,0,0,0,0,0,2,0,0.0,0.2,0.2,1.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
582,Thierry Correia,DF,Valencia,es La Liga,24.0,31,25,2154,23.9,0,2,2,0,0,0,4,1,0.6,2.1,2.7,40.0,80.0,56.0,0.0,0.08,0.08,0.0,0.08,0.03,0.09,0.11,0.03,0.11
1520,Matteo Lovato,DF,Torino,it Serie A,23.0,13,6,544,6.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
584,Danny da Costa,DF,Mainz 05,de Bundesliga,30.0,19,9,830,9.2,0,1,1,0,0,0,1,0,0.3,1.2,1.5,22.0,40.0,53.0,0.0,0.11,0.11,0.0,0.11,0.03,0.13,0.16,0.03,0.16
1517,Jordan Lotomba,DF,Nice,fr Ligue 1,24.0,28,21,1804,20.0,1,0,1,1,0,0,4,0,0.9,1.1,2.0,36.0,52.0,40.0,0.05,0.0,0.05,0.05,0.05,0.04,0.05,0.1,0.04,0.1
586,Jaume Costa,DF,Mallorca,es La Liga,35.0,30,19,1682,18.7,0,1,1,0,0,0,7,0,0.3,1.2,1.5,34.0,50.0,104.0,0.0,0.05,0.05,0.0,0.05,0.02,0.06,0.08,0.02,0.08
1510,Javi López,DF,Alavés,es La Liga,21.0,32,25,2386,26.5,1,3,4,1,0,0,3,0,0.9,3.0,4.0,53.0,92.0,120.0,0.04,0.11,0.15,0.04,0.15,0.04,0.11,0.15,0.04,0.15
588,Logan Costa,DF,Toulouse,fr Ligue 1,22.0,31,29,2650,29.4,1,1,2,1,0,0,6,0,1.4,0.6,2.0,19.0,145.0,14.0,0.03,0.03,0.07,0.03,0.07,0.05,0.02,0.07,0.05,0.07
1507,David López,DF,Girona,es La Liga,33.0,25,25,1965,21.8,3,0,3,3,0,0,4,0,2.1,0.2,2.1,15.0,54.0,1.0,0.14,0.0,0.14,0.14,0.14,0.1,0.01,0.11,0.09,0.1
1505,Noah Loosli,DF,Bochum,de Bundesliga,26.0,10,2,346,3.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1499,Renan Lodi,DF,Marseille,fr Ligue 1,25.0,14,14,1235,13.7,0,0,0,0,0,0,6,0,0.3,1.3,1.6,25.0,51.0,77.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12
592,Vladimír Coufal,DF,West Ham,eng Premier League,30.0,36,36,3132,34.8,0,7,7,0,0,0,7,1,0.3,4.0,4.3,68.0,119.0,126.0,0.0,0.2,0.2,0.0,0.2,0.01,0.11,0.12,0.01,0.12
1498,Tom Lockyer,DF,Luton Town,eng Premier League,28.0,14,14,1169,13.0,1,1,2,1,0,0,4,0,1.1,0.6,1.7,6.0,37.0,2.0,0.08,0.08,0.15,0.08,0.15,0.08,0.05,0.13,0.08,0.13
594,Mamadou Coulibaly,DF,Salernitana,it Serie A,24.0,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1497,Bradley Locko,DF,Brest,fr Ligue 1,21.0,33,33,2959,32.9,0,3,3,0,0,0,5,0,0.3,1.6,1.9,83.0,129.0,162.0,0.0,0.09,0.09,0.0,0.09,0.01,0.05,0.06,0.01,0.06
1492,Gautier Lloris,DF,Le Havre,fr Ligue 1,28.0,31,31,2778,30.9,2,0,2,2,0,0,2,0,2.1,0.2,2.3,13.0,105.0,5.0,0.06,0.0,0.06,0.06,0.06,0.07,0.01,0.07,0.07,0.07
573,Tommaso Corazza,DF,Bologna,it Serie A,19.0,9,1,195,2.2,0,0,0,0,0,0,1,0,0.1,0.1,0.2,10.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07
1490,Diego Llorente,DF,Roma,it Serie A,29.0,29,27,2170,24.1,1,1,2,1,0,0,5,0,0.3,0.6,0.9,20.0,75.0,5.0,0.04,0.04,0.08,0.04,0.08,0.01,0.02,0.04,0.01,0.04
1541,Mateus Lusuardi,DF,Frosinone,it Serie A,19.0,4,3,219,2.4,0,0,0,0,0,0,1,0,0.1,0.0,0.1,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
570,Copete,DF,Mallorca,es La Liga,23.0,19,17,1333,14.8,1,1,2,1,0,0,7,0,0.5,0.8,1.3,3.0,52.0,2.0,0.07,0.07,0.14,0.07,0.14,0.04,0.05,0.09,0.04,0.09
1598,Aïssa Mandi,DF,Villarreal,es La Liga,31.0,16,12,1113,12.4,1,0,1,1,0,0,3,0,0.6,0.7,1.3,6.0,55.0,4.0,0.08,0.0,0.08,0.08,0.08,0.05,0.05,0.1,0.05,0.1
1597,Reinildo Mandava,DF,Atlético Madrid,es La Liga,29.0,16,7,731,8.1,2,1,3,2,0,0,2,0,0.9,0.6,1.5,10.0,36.0,17.0,0.25,0.12,0.37,0.25,0.37,0.1,0.08,0.18,0.1,0.18
549,Jonathan Clauss,DF,Marseille,fr Ligue 1,30.0,27,25,2068,23.0,3,4,7,3,0,0,2,1,1.3,4.6,5.9,59.0,137.0,172.0,0.13,0.17,0.3,0.13,0.3,0.06,0.2,0.26,0.06,0.26
1593,Gianluca Mancini,DF,Roma,it Serie A,27.0,36,34,2869,31.9,4,1,5,4,0,0,9,0,1.9,1.1,3.0,38.0,139.0,13.0,0.13,0.03,0.16,0.13,0.16,0.06,0.04,0.1,0.06,0.1
551,Nathaniel Clyne,DF,Crystal Palace,eng Premier League,32.0,19,14,1338,14.9,0,0,0,0,0,0,0,0,0.2,0.2,0.4,10.0,33.0,18.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03
1581,Julián Malatini,DF,Werder Bremen,de Bundesliga,22.0,11,6,602,6.7,1,0,1,1,0,0,1,0,1.0,0.2,1.2,9.0,27.0,7.0,0.15,0.0,0.15,0.15,0.15,0.15,0.04,0.18,0.15,0.18
553,Saúl Coco,DF,Las Palmas,es La Liga,24.0,30,26,2295,25.5,1,0,1,1,0,0,6,1,1.1,0.0,1.1,9.0,69.0,1.0,0.04,0.0,0.04,0.04,0.04,0.04,0.0,0.04,0.04,0.04
554,Séamus Coleman,DF,Everton,eng Premier League,34.0,12,7,665,7.4,0,0,0,0,0,0,0,0,0.0,1.0,1.0,5.0,22.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14
555,Maxime Colin,DF,Metz,fr Ligue 1,31.0,22,22,1832,20.4,0,0,0,0,0,0,3,0,0.3,0.4,0.7,23.0,67.0,22.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
556,Nathan Collins,DF,Brentford,eng Premier League,22.0,32,29,2652,29.5,1,1,2,1,0,0,3,0,1.7,2.2,3.9,11.0,97.0,18.0,0.03,0.03,0.07,0.03,0.07,0.06,0.07,0.13,0.06,0.13
557,Nnamdi Collins,DF,Eint Frankfurt,de Bundesliga,19.0,2,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1578,Jordy Makengo,DF,Freiburg,de Bundesliga,21.0,20,10,1026,11.4,0,0,0,0,0,0,1,0,0.2,0.2,0.4,27.0,52.0,34.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
1571,Patrick Mainka,DF,Heidenheim,de Bundesliga,28.0,34,34,3060,34.0,2,0,2,2,0,0,1,0,3.2,0.1,3.2,33.0,122.0,6.0,0.06,0.0,0.06,0.06,0.06,0.09,0.0,0.09,0.09,0.09
560,Levi Colwill,DF,Chelsea,eng Premier League,20.0,23,20,1797,20.0,1,1,2,1,0,0,2,0,1.3,1.2,2.5,23.0,73.0,27.0,0.05,0.05,0.1,0.05,0.1,0.06,0.06,0.12,0.06,0.12
1564,Harry Maguire,DF,Manchester Utd,eng Premier League,30.0,22,18,1653,18.4,2,2,4,2,0,0,4,0,2.0,1.2,3.3,20.0,73.0,2.0,0.11,0.11,0.22,0.11,0.22,0.11,0.07,0.18,0.11,0.18
562,Eray Cömert,DF,Nantes,fr Ligue 1,25.0,25,23,1995,22.2,2,0,2,2,0,0,5,0,0.7,0.2,0.8,7.0,57.0,3.0,0.09,0.0,0.09,0.09,0.09,0.03,0.01,0.04,0.03,0.04
1560,Giangiacomo Magnani,DF,Hellas Verona,it Serie A,27.0,33,27,2444,27.2,0,0,0,0,0,0,6,0,0.5,0.2,0.8,15.0,79.0,10.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
1556,Gabriel Magalhães,DF,Arsenal,eng Premier League,25.0,36,34,3044,33.8,4,0,4,4,0,0,4,0,4.3,0.7,5.0,13.0,117.0,8.0,0.12,0.0,0.12,0.12,0.12,0.13,0.02,0.15,0.13,0.15
1555,Pablo Maffeo,DF,Mallorca,es La Liga,26.0,22,17,1454,16.2,1,2,3,1,0,0,3,1,0.8,0.9,1.7,38.0,41.0,68.0,0.06,0.12,0.19,0.06,0.19,0.05,0.05,0.1,0.05,0.1
1551,Deiver Machado,DF,Lens,fr Ligue 1,29.0,19,13,1124,12.5,4,0,4,4,0,0,4,0,1.7,1.3,2.9,22.0,26.0,74.0,0.32,0.0,0.32,0.32,0.32,0.13,0.1,0.24,0.13,0.24
1549,Ian Maatsen,DF,Dortmund,de Bundesliga,21.0,16,15,1264,14.0,2,2,4,2,0,0,5,0,0.9,1.4,2.3,41.0,80.0,49.0,0.14,0.14,0.28,0.14,0.28,0.07,0.1,0.17,0.07,0.17
1544,Charalambos Lykogiannis,DF,Bologna,it Serie A,29.0,22,10,904,10.0,2,1,3,2,0,0,2,0,1.3,1.6,2.9,36.0,35.0,41.0,0.2,0.1,0.3,0.2,0.3,0.13,0.16,0.29,0.13,0.29
571,Diego Coppola,DF,Hellas Verona,it Serie A,19.0,24,18,1634,18.2,2,0,2,2,0,0,9,0,1.2,0.2,1.4,1.0,40.0,0.0,0.11,0.0,0.11,0.11,0.11,0.07,0.01,0.08,0.07,0.08
1603,Kostas Manolas,DF,Salernitana,it Serie A,32.0,8,6,488,5.4,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03
1487,Valentino Livramento,DF,Newcastle Utd,eng Premier League,20.0,26,12,1314,14.6,1,0,1,1,0,0,1,0,0.4,0.8,1.2,44.0,61.0,76.0,0.07,0.0,0.07,0.07,0.07,0.03,0.05,0.08,0.03,0.08
600,Nicolas Cozza,DF,Nantes,fr Ligue 1,24.0,13,10,895,9.9,0,0,0,0,0,0,2,0,0.7,0.6,1.2,11.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.13,0.07,0.13
1432,Yasser Larouci,DF,Sheffield Utd,eng Premier League,22.0,11,6,531,5.9,0,0,0,0,0,0,1,0,0.2,0.3,0.5,18.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09
629,Diogo Dalot,DF,Manchester Utd,eng Premier League,24.0,36,35,3174,35.3,2,3,5,2,0,0,6,1,1.7,2.9,4.6,52.0,124.0,111.0,0.06,0.09,0.14,0.06,0.14,0.05,0.08,0.13,0.05,0.13
1430,Julien Laporte,DF,Lorient,fr Ligue 1,29.0,23,20,1818,20.2,0,0,0,0,0,0,4,0,0.8,0.0,0.8,5.0,56.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
631,Flavius Daniliuc,DF,Salernitana,it Serie A,22.0,14,8,744,8.3,0,0,0,0,0,0,2,0,0.2,0.2,0.5,8.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06
1429,Aymeric Laporte,DF,Manchester City,eng Premier League,29.0,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27
633,Danilo,DF,Juventus,it Serie A,32.0,29,27,2452,27.2,1,1,2,1,0,0,7,0,1.3,0.9,2.2,18.0,161.0,21.0,0.04,0.04,0.07,0.04,0.07,0.05,0.03,0.08,0.05,0.08
1427,Bruno Langa,DF,Almería,es La Liga,25.0,11,9,820,9.1,1,0,1,1,0,0,1,1,0.2,0.4,0.5,14.0,25.0,30.0,0.11,0.0,0.11,0.11,0.11,0.02,0.04,0.06,0.02,0.06
1420,Kenny Lala,DF,Brest,fr Ligue 1,31.0,33,33,2970,33.0,2,3,5,2,0,0,7,0,0.5,3.3,3.8,45.0,200.0,98.0,0.06,0.09,0.15,0.06,0.15,0.01,0.1,0.12,0.01,0.12
636,Kevin Danso,DF,Lens,fr Ligue 1,24.0,30,30,2655,29.5,1,0,1,1,0,0,6,0,1.8,0.4,2.2,27.0,133.0,3.0,0.03,0.0,0.03,0.03,0.03,0.06,0.01,0.07,0.06,0.07
637,Dante,DF,Nice,fr Ligue 1,39.0,32,32,2843,31.6,1,1,2,1,0,0,5,1,0.9,1.0,2.0,13.0,185.0,6.0,0.03,0.03,0.06,0.03,0.06,0.03,0.03,0.06,0.03,0.06
1416,Yoel Lago,DF,Celta Vigo,es La Liga,19.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1410,Giorgos Kyriakopoulos,DF,Monza,it Serie A,27.0,28,20,1712,19.0,0,3,3,0,0,0,3,0,1.2,1.4,2.6,64.0,70.0,94.0,0.0,0.16,0.16,0.0,0.16,0.06,0.07,0.14,0.06,0.14
1403,Layvin Kurzawa,DF,Paris S-G,fr Ligue 1,30.0,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
642,Matteo Darmian,DF,Inter,it Serie A,33.0,33,27,2404,26.7,2,1,3,2,0,0,2,0,1.2,1.8,3.0,18.0,72.0,82.0,0.07,0.04,0.11,0.07,0.11,0.04,0.07,0.11,0.04,0.11
1401,Marash Kumbulla,DF,Sassuolo,it Serie A,23.0,7,3,362,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400,Sael Kumbedi,DF,Lyon,fr Ligue 1,18.0,17,8,924,10.3,0,1,1,0,0,0,3,0,0.2,0.7,1.0,19.0,42.0,75.0,0.0,0.1,0.1,0.0,0.1,0.02,0.07,0.09,0.02,0.09
1394,Lukas Kübler,DF,Freiburg,de Bundesliga,30.0,26,22,1847,20.5,1,0,1,1,0,0,7,0,0.6,0.3,0.9,13.0,70.0,32.0,0.05,0.0,0.05,0.05,0.05,0.03,0.02,0.04,0.03,0.04
1390,Thomas Kristensen,DF,Udinese,it Serie A,21.0,26,23,2096,23.3,0,1,1,0,0,0,4,1,1.1,0.4,1.5,20.0,47.0,3.0,0.0,0.04,0.04,0.0,0.04,0.05,0.02,0.06,0.05,0.06
647,Juan David Cabal,DF,Hellas Verona,it Serie A,22.0,22,17,1497,16.6,0,0,0,0,0,0,6,0,0.5,0.4,0.9,26.0,70.0,48.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06
1389,Rasmus Kristensen,DF,Roma,it Serie A,26.0,29,19,1744,19.4,1,1,2,1,0,0,5,0,0.5,0.9,1.5,16.0,40.0,115.0,0.05,0.05,0.1,0.05,0.1,0.03,0.05,0.08,0.03,0.08
649,Alphonso Davies,DF,Bayern Munich,de Bundesliga,22.0,29,24,2065,22.9,2,5,7,2,0,0,0,0,1.0,2.9,3.8,121.0,117.0,139.0,0.09,0.22,0.31,0.09,0.31,0.04,0.12,0.17,0.04,0.17
650,Ben Davies,DF,Tottenham,eng Premier League,30.0,17,12,1090,12.1,1,0,1,1,0,0,2,0,2.3,0.4,2.7,13.0,71.0,20.0,0.08,0.0,0.08,0.08,0.08,0.19,0.03,0.23,0.19,0.23
627,Ameen Al-Dakhil,DF,Burnley,eng Premier League,21.0,13,12,1056,11.7,1,0,1,1,0,0,1,0,1.3,0.1,1.4,7.0,35.0,9.0,0.09,0.0,0.09,0.09,0.09,0.11,0.01,0.12,0.11,0.12
1485,Pol Lirola,DF,Frosinone,it Serie A,25.0,25,18,1536,17.1,2,1,3,2,0,0,1,0,1.3,1.1,2.4,30.0,65.0,59.0,0.12,0.06,0.18,0.12,0.18,0.08,0.06,0.14,0.08,0.14
1434,Jamaal Lascelles,DF,Newcastle Utd,eng Premier League,29.0,16,13,1080,12.0,1,0,1,1,0,0,4,0,0.7,0.1,0.8,8.0,31.0,3.0,0.08,0.0,0.08,0.08,0.08,0.06,0.01,0.07,0.06,0.07
1442,Manuel Lazzari,DF,Lazio,it Serie A,29.0,24,19,1671,18.6,0,2,2,0,0,0,4,1,1.0,1.3,2.3,73.0,62.0,104.0,0.0,0.11,0.11,0.0,0.11,0.06,0.07,0.13,0.06,0.13
601,Nicolas Cozza,DF,Wolfsburg,de Bundesliga,24.0,6,3,276,3.1,0,0,0,0,0,0,1,0,0.0,0.1,0.1,5.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.03,0.01,0.03
1479,Victor Lindelöf,DF,Manchester Utd,eng Premier League,29.0,19,14,1328,14.8,1,1,2,1,0,0,2,0,0.8,0.3,1.1,17.0,40.0,17.0,0.07,0.07,0.14,0.07,0.14,0.05,0.02,0.07,0.05,0.07
1478,Matthijs de Ligt,DF,Bayern Munich,de Bundesliga,23.0,22,16,1390,15.4,2,0,2,2,0,0,5,0,1.7,0.1,1.9,16.0,98.0,6.0,0.13,0.0,0.13,0.13,0.13,0.11,0.01,0.12,0.11,0.12
1477,Philipp Lienhart,DF,Freiburg,de Bundesliga,27.0,15,14,1265,14.1,1,0,1,1,0,0,3,0,1.1,1.1,2.2,14.0,53.0,3.0,0.07,0.0,0.07,0.07,0.07,0.08,0.08,0.16,0.08,0.16
1469,Christopher Lenz,DF,Eint Frankfurt,de Bundesliga,28.0,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1466,Clément Lenglet,DF,Aston Villa,eng Premier League,28.0,14,14,1153,12.8,0,1,1,0,0,0,3,0,0.9,0.8,1.6,26.0,51.0,1.0,0.0,0.08,0.08,0.0,0.08,0.07,0.06,0.13,0.07,0.13
607,Juan Cruz Armada,DF,Osasuna,es La Liga,31.0,26,18,1667,18.5,0,1,1,0,0,0,3,0,0.0,0.4,0.4,16.0,77.0,29.0,0.0,0.05,0.05,0.0,0.05,0.0,0.02,0.02,0.0,0.02
1465,Ruben Lendinez,DF,Valencia,es La Liga,20.0,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1464,Álvaro Lemos,DF,Las Palmas,es La Liga,30.0,4,3,251,2.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,6.0,17.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
610,Juan Cuadrado,DF,Inter,it Serie A,35.0,10,0,267,3.0,0,2,2,0,0,0,1,0,0.2,1.6,1.7,17.0,11.0,35.0,0.0,0.67,0.67,0.0,0.67,0.06,0.52,0.59,0.06,0.59
611,Pau Cubarsí,DF,Barcelona,es La Liga,16.0,19,18,1558,17.3,0,0,0,0,0,0,4,0,0.1,0.4,0.5,8.0,75.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
612,Marc Cucurella,DF,Chelsea,eng Premier League,25.0,21,20,1782,19.8,0,2,2,0,0,0,10,0,1.1,1.1,2.2,31.0,50.0,73.0,0.0,0.1,0.1,0.0,0.1,0.06,0.05,0.11,0.06,0.11
1461,Iñigo Lekue,DF,Athletic Club,es La Liga,30.0,27,22,2002,22.2,0,2,2,0,0,0,4,0,0.2,1.1,1.2,44.0,119.0,35.0,0.0,0.09,0.09,0.0,0.09,0.01,0.05,0.06,0.01,0.06
614,Jorge Cuenca,DF,Villarreal,es La Liga,23.0,29,21,1963,21.8,3,1,4,3,0,0,7,0,1.2,0.2,1.5,11.0,78.0,30.0,0.14,0.05,0.18,0.14,0.18,0.06,0.01,0.07,0.06,0.07
1460,Stefan Lekovic,DF,Villarreal,es La Liga,19.0,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1459,Florian Lejeune,DF,Rayo Vallecano,es La Liga,32.0,37,37,3327,37.0,3,1,4,3,0,0,5,0,3.3,0.7,4.0,15.0,114.0,4.0,0.08,0.03,0.11,0.08,0.11,0.09,0.02,0.11,0.09,0.11
1458,Maxim Leitsch,DF,Mainz 05,de Bundesliga,25.0,7,4,379,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1457,Diogo Leite,DF,Union Berlin,de Bundesliga,24.0,32,31,2702,30.0,0,0,0,0,0,0,6,0,0.8,0.2,1.0,14.0,121.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03
619,Sam Curtis,DF,Sheffield Utd,eng Premier League,17.0,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,Danilo D'Ambrosio,DF,Monza,it Serie A,34.0,24,16,1536,17.1,0,0,0,0,0,0,5,1,0.7,0.2,0.8,12.0,61.0,25.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05
1445,Julien Le Cardinal,DF,Lens,fr Ligue 1,25.0,2,0,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1444,Julien Le Cardinal,DF,Brest,fr Ligue 1,25.0,12,5,473,5.3,0,0,0,0,0,0,3,0,0.3,0.1,0.4,3.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.08,0.05,0.08
1436,Toni Lato,DF,Mallorca,es La Liga,25.0,28,16,1544,17.2,0,1,1,0,0,0,3,0,0.2,1.3,1.6,30.0,39.0,110.0,0.0,0.06,0.06,0.0,0.06,0.01,0.08,0.09,0.01,0.09
1609,Marcão,DF,Sevilla,es La Liga,27.0,7,3,355,3.9,0,0,0,0,0,0,2,0,0.0,0.2,0.2,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05
544,Giorgio Cittadini,DF,Genoa,it Serie A,21.0,5,1,106,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,Giorgio Cittadini,DF,Monza,it Serie A,21.0,1,0,15,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,Diego Carlos,DF,Aston Villa,eng Premier League,30.0,27,20,1816,20.2,0,0,0,0,0,0,4,0,1.9,0.1,2.0,4.0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1
1753,Éder Militão,DF,Real Madrid,es La Liga,25.0,10,6,496,5.5,0,0,0,0,0,0,0,0,0.1,0.0,0.1,7.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
1749,Nikola Milenković,DF,Fiorentina,it Serie A,25.0,34,27,2510,27.9,0,0,0,0,0,0,4,0,0.4,0.7,1.1,8.0,81.0,10.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
468,Yannick Carrasco,DF,Atlético Madrid,es La Liga,29.0,3,3,221,2.5,0,1,1,0,0,0,0,0,0.1,0.2,0.3,9.0,6.0,17.0,0.0,0.41,0.41,0.0,0.41,0.03,0.1,0.12,0.03,0.12
1742,Bastien Meupiyou,DF,Nantes,fr Ligue 1,17.0,1,1,8,0.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1741,Thomas Meunier,DF,Dortmund,de Bundesliga,31.0,8,7,586,6.5,0,0,0,0,0,0,0,0,0.5,0.6,1.2,21.0,33.0,25.0,0.0,0.0,0.0,0.0,0.0,0.08,0.1,0.18,0.08,0.18
